algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
custom,intersection,standard,glove,2.0,5.0,6.0,8.0,9.0,0.19390219368988024,6.727376461029053,67140.0
custom,craftdroid,standard,glove,3.0,4.0,5.0,9.0,9.0,0.19737537802221233,12.756524085998535,259740.0
custom,atm,standard,glove,2.0,5.0,6.0,8.0,9.0,0.19390219368988024,7.600037097930908,67140.0
atm_0,union,standard,glove,3.0,4.0,4.0,6.0,6.0,0.17904946376804146,19.5438015460968,259740.0
atm_0,intersection,standard,glove,0.0,3.0,4.0,6.0,6.0,0.1227865960423182,5.810452699661255,67140.0
atm_0,craftdroid,standard,glove,3.0,4.0,4.0,6.0,6.0,0.17904946376804146,15.841590881347656,259740.0
atm_0,atm,standard,glove,0.0,3.0,4.0,6.0,6.0,0.1227865960423182,9.639695405960083,67140.0
craftdroid,union,googleplay,glove,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,13.898284673690796,110423.0
craftdroid,intersection,googleplay,glove,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,3.6082448959350586,52055.0
craftdroid,craftdroid,googleplay,glove,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,7.722726821899414,110423.0
craftdroid,atm,googleplay,glove,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,3.6754262447357178,52055.0
custom,union,googleplay,glove,2.0,3.0,4.0,6.0,7.0,0.1693530067682743,13.150804042816162,242109.0
custom,intersection,googleplay,glove,1.0,2.0,3.0,6.0,6.0,0.1380804822556491,7.89553427696228,63055.0
custom,craftdroid,googleplay,glove,2.0,3.0,4.0,6.0,7.0,0.1693530067682743,14.262601613998413,242109.0
custom,atm,googleplay,glove,1.0,2.0,3.0,6.0,6.0,0.1380804822556491,6.88716721534729,63055.0
atm_0,union,googleplay,glove,2.0,2.0,3.0,4.0,4.0,0.14245266093554004,21.114293813705444,242109.0
atm_0,intersection,googleplay,glove,0.0,2.0,3.0,5.0,5.0,0.1104321324530677,4.719532251358032,63055.0
atm_0,craftdroid,googleplay,glove,2.0,2.0,3.0,4.0,4.0,0.14245266093554004,17.96661376953125,242109.0
atm_0,atm,googleplay,glove,0.0,2.0,3.0,5.0,5.0,0.1104321324530677,8.702944993972778,63055.0
craftdroid,union,android,fast,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,26.075151681900024,73539.0
craftdroid,intersection,android,fast,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,8.875712871551514,34395.0
craftdroid,craftdroid,android,fast,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,16.21790838241577,73539.0
craftdroid,atm,android,fast,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,8.96141791343689,34395.0
custom,union,android,fast,2.0,3.0,3.0,6.0,8.0,0.16163402728434179,33.36046838760376,162115.0
custom,intersection,android,fast,2.0,5.0,7.0,7.0,8.0,0.18892543259884656,12.648926973342896,41246.0
custom,craftdroid,android,fast,2.0,3.0,3.0,6.0,8.0,0.16163402728434179,32.93914079666138,162115.0
custom,atm,android,fast,2.0,5.0,7.0,7.0,8.0,0.18892543259884656,19.057451009750366,41246.0
atm_0,union,android,fast,2.0,2.0,2.0,2.0,3.0,0.12777626923780533,41.400718450546265,162115.0
atm_0,intersection,android,fast,0.0,0.0,0.0,2.0,4.0,0.07629841461275053,10.263993501663208,41246.0
atm_0,craftdroid,android,fast,2.0,2.0,2.0,2.0,3.0,0.12777626923780533,37.21494007110596,162115.0
atm_0,atm,android,fast,0.0,0.0,0.0,2.0,4.0,0.07629841461275053,14.902060270309448,41246.0
craftdroid,union,blogs,fast,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,56.747381925582886,3.0
craftdroid,intersection,blogs,fast,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,7.60361909866333,3.0
craftdroid,craftdroid,blogs,fast,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,18.774305820465088,3.0
craftdroid,atm,blogs,fast,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,7.551928281784058,3.0
custom,union,blogs,fast,3.0,4.0,4.0,5.0,6.0,0.18255617696365029,33.43626403808594,12.0
custom,intersection,blogs,fast,2.0,3.0,4.0,5.0,8.0,0.1565845609909445,13.049529075622559,5.0
custom,craftdroid,blogs,fast,3.0,4.0,4.0,5.0,6.0,0.18255617696365029,32.770122051239014,12.0
custom,atm,blogs,fast,2.0,3.0,4.0,5.0,8.0,0.1565845609909445,12.791438102722168,5.0
atm_0,union,blogs,fast,3.0,3.0,3.0,4.0,4.0,0.15002237304622668,40.90437459945679,12.0
atm_0,intersection,blogs,fast,0.0,2.0,3.0,4.0,5.0,0.10251967646253614,9.392702102661133,5.0
atm_0,craftdroid,blogs,fast,3.0,3.0,3.0,4.0,4.0,0.15002237304622668,36.74851846694946,12.0
atm_0,atm,blogs,fast,0.0,2.0,3.0,4.0,5.0,0.10251967646253614,14.651517868041992,5.0
craftdroid,union,googleplay,fast,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,46.580496072769165,3892.0
craftdroid,intersection,googleplay,fast,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,6.155082702636719,635.0
craftdroid,craftdroid,googleplay,fast,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,12.87594223022461,3892.0
craftdroid,atm,googleplay,fast,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,6.917397737503052,635.0
custom,union,googleplay,fast,3.0,6.0,7.0,10.0,12.0,0.23875009740217115,25.23727774620056,7982.0
custom,intersection,googleplay,fast,2.0,5.0,7.0,7.0,8.0,0.1881212860369665,10.722733497619629,941.0
custom,craftdroid,googleplay,fast,3.0,6.0,7.0,10.0,12.0,0.23875009740217115,25.497114896774292,7982.0
custom,atm,googleplay,fast,2.0,5.0,7.0,7.0,8.0,0.1881212860369665,10.697516441345215,941.0
atm_0,union,googleplay,fast,3.0,3.0,4.0,4.0,4.0,0.16037247645089409,33.177250146865845,7982.0
atm_0,intersection,googleplay,fast,0.0,2.0,3.0,4.0,4.0,0.09814415309759028,8.391368627548218,941.0
atm_0,craftdroid,googleplay,fast,3.0,3.0,4.0,4.0,4.0,0.16037247645089409,29.09339189529419,7982.0
